,ID,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Course Name,Course URL / Code,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Certification URL,Is there a course with this certification?,Consolidated Course Name,Category,Activity,Support Group,Assigned To,Request Status,Start Date,End Date,Start Mo/Yr,End Mo/Yr,Start FY,End FY,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Individual Travel Hours,Rqst Tot Labor Hrs,Airfare,Hotel,Per Diem,Other,Estimated Individual Travel,Misc Expenses,Certification Fee,Conference Fee,Course Fee,Catering,Facility Rental,Vendor Charge,Direct Other Expenses,Describe Other Expenses,Direct Expense Impact,Rqst NPR Alloc,Rqst NPR OH,Cancel No Response,Created,Retroactive Start Date,Duplicates,Reporting Status
950,TAS0013819,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,6,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TC Security Approval Group,NA,Approved,3/8/2017,7/31/2017,07_Mar,11_Jul,FY17,FY17,Accenture curriculum,NA,0,No,0,0,0,0,0,0,0,0,150,0,58,0,0,0,0,NA,NA,58,150,TRUE,42802.38958,TRUE,NO,2. Approved
951,TAS0013287,TAS,Columbus GS 400 W. Nationwide Blvd,01.01.207.008,TDL SAP,SAP,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,: https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architec,Linux Academy,NA,NA,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TDL SAP Approval Group,NA,Training Complete,3/2/2017,3/31/2017,07_Mar,07_Mar,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42796.5265,TRUE,NO,3. Complete
952,TAS0015620,TAS,Charlotte Corp 201 South College,01.01.207.002,TDL Advanced Tech & Arch,AT&A,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,NA,NA,MillerWilson Consulting,NA,NA,New,AWS Certified SysOps Administrator - Associate,https://aws.amazon.com/certification/certified-sysops-admin-associate/,No,AWS Certified SysOps Administrator - Associate,Cloud,AWS Certification,TAS TDL Advanced Tech & Arch Approval Group,NA,Approved,5/1/2017,5/1/2017,09_May,09_May,FY17,FY17,Career growth,NA,2,No,0,2,0,0,0,0,0,0,150,0,0,0,0,0,0,NA,NA,0,150,TRUE,42839.43304,TRUE,NO,2. Approved
953,TAS0013629,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,6,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,AWS Certified Solutions Architect - Associate,https://aws.amazon.com/certification/our-certifications/,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TC Emerging Technology Approval Group,NA,Training Complete,3/6/2017,3/10/2017,07_Mar,07_Mar,FY17,FY17,Current project/role,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42800.49984,TRUE,NO,3. Complete
954,TAS0013863,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Yes,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect- - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,NA,Training Complete,3/13/2017,3/31/2017,07_Mar,07_Mar,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42802.60838,TRUE,NO,3. Complete
955,TAS0014817,TAS,Charlotte Corp 201 South College,01.01.207.002,TDL Advanced Tech & Arch,AT&A,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,NA,NA,AWS,NA,NA,New,AWS Certified Developer-Associate,https://aws.amazon.com/certification/certified-developer-associate/,No,AWS Certified Developer-Associate,Cloud,AWS Certification,TAS TDL Advanced Tech & Arch Approval Group,NA,Training Complete,4/17/2017,4/21/2017,08_Apr,08_Apr,FY17,FY17,Career growth,NA,2,No,0,2,0,0,0,0,0,0,150,0,0,0,0,0,0,NA,NA,0,150,TRUE,42822.63367,TRUE,NO,3. Complete
956,TAS0014742,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,NA,michael.g.fulton,Approved,3/27/2017,5/27/2017,07_Mar,09_May,FY17,FY17,Other,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42821.58924,TRUE,NO,2. Approved
957,TAS0015556,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,NA,NA,Linux Academy,NA,NA,New,AWS Certified Solutions Architect – Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,No,AWS Certified Solutions Architect – Associate,Cloud,AWS Certification,TAS TDL Industry Approval Group,NA,Training Complete,4/21/2017,4/21/2017,08_Apr,08_Apr,FY17,FY17,Career growth,NA,2,No,0,2,0,0,0,0,0,0,150,0,0,0,0,0,0,NA,NA,0,150,TRUE,42838.7373,TRUE,NO,3. Complete
958,TAS0013222,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Amazon Web Services,NA,NA,New,AWS Certified Solutions Architect - Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TDL Analyst Apprentice Approval Group,NA,Approved,3/2/2017,5/31/2017,07_Mar,09_May,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,150,0,58,0,0,0,0,NA,NA,58,150,TRUE,42796.46269,TRUE,NO,N/A
959,TAS0010313,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Virtual,NA,AWS Certified Solutions Architect,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,NA,NA,NA,New,AWS Certified Solutions Architect,https://aws.amazon.com/certification/,Yes,AWS Certified Solutions Architect - AWS Certified Solutions Architect,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,NA,Training Complete,11/1/2016,4/30/2017,03_Nov,08_Apr,FY17,FY17,Current project/role,NA,0,No,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,NA,NA,0,210,TRUE,42674.69155,TRUE,NO,3. Complete
960,TAS0013900,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Virtual,NA,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,NA,NA,NA,New,AWS Solutions Architect,https://aws.amazon.com/certification/,Yes,AWS Solutions Architect - AWS Certified Solutions Architect - Associate,Cloud,AWS Certification,TAS TC Analyst Apprentice Approval Group,NA,Training Complete,3/9/2017,4/8/2017,07_Mar,08_Apr,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,NA,NA,0,58,TRUE,42803.43955,TRUE,NO,3. Complete
961,TAS0015523,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,NA,NA,Amazon Web Services,NA,NA,New,AWS Certified Solutions Architect – Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,No,AWS Certified Solutions Architect – Associate,Cloud,AWS Certification,TAS TDL Analyst Apprentice Approval Group,NA,Approved,5/20/2017,5/20/2017,09_May,09_May,FY17,FY17,Career growth,NA,2,No,0,2,0,0,0,0,0,0,150,0,0,0,0,0,0,NA,NA,0,150,TRUE,42838.67641,TRUE,NO,N/A
962,TAS0013308,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.009,TC Infrastructure,Infrastructure,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS SA and MCSD Azure,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect,Linux Academy,NA,NA,New,AWS Solution Architect Azure MCSD,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect,Yes,AWS Solution Architect Azure MCSD - AWS SA and MCSD Azure,Cloud,AWS Certification,TAS TC Infrastructure Approval Group,NA,Approved,3/2/2017,5/31/2017,07_Mar,09_May,FY17,FY17,Other,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42796.5495,TRUE,NO,2. Approved
963,TAS0015179,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.011,TDL Security,Security,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/courses,Linux Academy,NA,NA,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/courses,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate,Cloud,AWS Certification,TAS TDL Security Approval Group,NA,Approved,4/10/2017,6/9/2017,08_Apr,10_Jun,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,NA,NA,29,0,TRUE,42830.65353,TRUE,NO,2. Approved
964,TAS0014944,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.008,TC SAP,SAP,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TC SAP Approval Group,NA,Approved,4/1/2017,7/31/2017,08_Apr,11_Jul,FY17,FY17,Other,NA,0,No,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,NA,NA,116,0,TRUE,42825.66014,TRUE,NO,2. Approved
965,TAS0015842,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,NA,NA,Vendor,NA,NA,New,AWS Certified Solutions Architect-Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,No,AWS Certified Solutions Architect-Associate,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,NA,Approved,4/19/2017,4/30/2017,08_Apr,08_Apr,FY17,FY17,Current project/role,NA,2,No,0,2,0,0,0,0,0,0,150,0,0,0,0,0,0,NA,NA,0,150,TRUE,42843.39174,TRUE,NO,2. Approved
966,TAS0014482,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect-Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,AWS Certified Solutions Architect – Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Yes,AWS Certified Solutions Architect – Associate - AWS Certified Solutions Architect-Associate,Cloud,AWS Certification,TAS TDL Analyst Apprentice Approval Group,NA,Approved,3/27/2017,5/27/2017,07_Mar,09_May,FY17,FY17,Other,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42815.41875,TRUE,NO,2. Approved
967,TAS0015035,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.103,TDSADC Testing,Testing,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,NA,AWS Certified Developer Assoiciate,https://linuxacademy.com/,Linux Academy,NA,NA,NA,NA,NA,NA,AWS Certified Developer Assoiciate,Cloud,AWS Certification,TAS TDSADC Testing Approval Group,michael.g.fulton,Approved,4/3/2017,6/2/2017,08_Apr,10_Jun,FY17,FY17,Other,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42828.71458,TRUE,NO,2. Approved
968,TAS0016220,TAS,Seattle Corp 818 Stewart,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,Amazon Pop-up Offices  New York,Amazon Web Services Connect,Amazon Web Services - Connect External Training,Amazon Web Services,NA,NA,Renew,AWS Connect Certified,See Business Justification Description,Yes,AWS Connect Certified - Amazon Web Services Connect,Cloud,AWS Connect,TAS TDL Industry Approval Group,NA,Approved,5/8/2017,5/8/2017,09_May,09_May,FY17,FY17,Current project/role,NA,8,Yes,8,16,800,267,148,0,1215,0,0,0,0,0,0,0,0,NA,NA,0,1215,TRUE,42851.63977,TRUE,NO,2. Approved
969,TAS0013695,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,AWS Certified Solutions Architect - Associate,https://aws.amazon.com/certification/,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,NA,Approved,3/6/2017,5/31/2017,07_Mar,09_May,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,20,150,0,58,0,0,0,0,NA,NA,58,170,TRUE,42800.68294,TRUE,NO,2. Approved
970,TAS0013617,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate,Cloud,AWS Certification,TAS TDL Analyst Apprentice Approval Group,NA,Approved,3/6/2017,5/6/2017,07_Mar,09_May,FY17,FY17,Current project/role,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42800.47859,TRUE,NO,2. Approved
971,TAS0015835,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.009,TDL Infrastructure,Infrastructure,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,NA,NA,AWS,NA,NA,Renew,AWS Certified Solutions Architect – Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,No,AWS Certified Solutions Architect – Associate,Cloud,AWS Certification,TAS TDL Infrastructure Approval Group,NA,Approved,6/10/2017,6/10/2017,10_Jun,10_Jun,FY17,FY17,Current project/role,NA,2,No,0,2,0,0,0,0,0,20,75,0,0,0,0,0,0,NA,NA,0,95,TRUE,42842.96247,TRUE,NO,N/A
972,TAS0013549,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.007,TC Oracle,Oracle,TC,6,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Virtual,NA,PluralSight license,A99056,NA,NA,NA,New,AWS Certified Developer - Associate,https://aws.amazon.com/certification/certified-developer-associate/,Yes,AWS Certified Developer - Associate - PluralSight license,Cloud,AWS Certification,TAS TC Oracle Approval Group,NA,Training Complete,3/5/2017,3/8/2017,07_Mar,07_Mar,FY17,FY17,Other,NA,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42799.46199,TRUE,NO,3. Complete
973,TAS0015987,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,NA,NA,Amazon AWS,NA,NA,New,AWS Certified Developer - Associate,https://aws.amazon.com/certification/certified-developer-associate/,No,AWS Certified Developer - Associate,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,NA,Training Complete,4/22/2017,4/22/2017,08_Apr,08_Apr,FY17,FY17,Current project/role,NA,2,No,0,2,0,0,0,0,0,0,150,0,0,0,0,0,0,NA,NA,0,150,TRUE,42845.43274,TRUE,NO,3. Complete
974,TAS0014461,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Virtual,NA,AWS Certified Developer - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-developer-associate-,NA,NA,NA,New,AWS Certified Developer - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-developer-associate-,Yes,AWS Certified Developer - Associate Level - AWS Certified Developer - Associate Level,Cloud,AWS Certification,TAS TDL Analyst Apprentice Approval Group,NA,Approved,3/20/2017,6/20/2017,07_Mar,10_Jun,FY17,FY17,Other,NA,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,TRUE,42814.67061,TRUE,NO,2. Approved
975,TAS0013451,TAS,Fairborn AFS 3000 Presidential,01.01.207.002,TDL Advanced Tech & Arch,AT&A,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,AWS Certified Solutions Architect - Associate,https://kxsites.accenture.com/groups/Azure/Pages/TopicPages/MSAzure-Certification.aspx,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TDL Advanced Tech & Arch Approval Group,NA,Approved,3/13/2017,6/30/2017,07_Mar,10_Jun,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,29,0,58,0,0,0,0,NA,NA,58,29,TRUE,42797.40354,TRUE,NO,N/A
976,TAS0015644,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.007,TDL Oracle,Oracle,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,NA,NA,AWS,NA,NA,New,AWS Certified Solutions Architect-Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,No,AWS Certified Solutions Architect-Associate,Cloud,AWS Certification,TAS TDL Oracle Approval Group,NA,Approved,7/14/2017,7/14/2017,11_Jul,11_Jul,FY17,FY17,Career growth,NA,2,No,0,2,0,0,0,0,0,0,150,0,0,0,0,0,0,NA,NA,0,150,TRUE,42839.50878,TRUE,NO,2. Approved
977,TAS0011433,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,NA,NA,NA,AWS,NA,NA,New,AWS Certified Developer - Associate,https://aws.amazon.com/certification/certified-developer-associate/,No,AWS Certified Developer - Associate,Cloud,AWS Certification,TAS TDL Analyst Apprentice Approval Group,NA,Training Complete,1/3/2017,1/3/2017,05_Jan,05_Jan,FY17,FY17,Career growth,NA,1.5,No,0,1.5,0,0,0,0,0,0,150,0,0,0,0,0,0,NA,NA,0,150,TRUE,42727.72451,TRUE,NO,3. Complete
978,TAS0011448,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,"Chicago, IL",AWS re:Invent Rewind | Chicago,https://pages.awscloud.com/aws-reinvent-rewind-chicago-2017.html?sc_channel=em&sc_campaign=namer_EV_,Amazon Web Services,NA,NA,NA,NA,NA,NA,AWS re:Invent Rewind | Chicago,Cloud,Conf - AWS Reinvent Rewind - Only 8 attendees approved,TAS TDL Emerging Technology Approval Group,NA,Training Complete,1/11/2017,1/11/2017,05_Jan,05_Jan,FY17,FY17,Current project/role,NA,3,Yes,3,6,0,0,14,16,30,0,0,0,0,0,0,0,0,NA,NA,0,30,TRUE,42731.61248,TRUE,NO,3. Complete
979,TAS0015978,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.009,TDL Infrastructure,Infrastructure,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect -Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,AWS Certified Solutions Architect – Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Yes,AWS Certified Solutions Architect – Associate - AWS Certified Solutions Architect -Associate Level,Cloud,AWS Certification,TAS TDL Infrastructure Approval Group,NA,Approved,4/24/2017,6/23/2017,08_Apr,10_Jun,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42844.90991,TRUE,NO,2. Approved
980,TAS0016036,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.002,TDL Advanced Tech & Arch,AT&A,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,AWS Certified Solutions Architect - Associate,NA,NA,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TDL Advanced Tech & Arch Approval Group,NA,Approved,4/21/2017,6/1/2017,08_Apr,10_Jun,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42846.42034,TRUE,NO,2. Approved
981,TAS0014283,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,NA,AWS Certified Solutions Architect - Associate Level,https://linuxacademy.com/amazon-web-services/training/course/name/aws-certified-solutions-architect-,Linux Academy,NA,NA,New,AWS Certified Solutions Architect - Associate,https://linuxacademy.com/,Yes,AWS Certified Solutions Architect - Associate - AWS Certified Solutions Architect - Associate Level,Cloud,AWS Certification,TAS TC Analyst Apprentice Approval Group,NA,Approved,3/20/2017,5/20/2017,07_Mar,09_May,FY17,FY17,Career growth,NA,0,No,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,NA,58,0,TRUE,42809.67384,TRUE,NO,2. Approved
982,TAS0015912,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,"Business Communication Solutions_San Antonio 2379 NE Loop 410, Suite 1B San Antonio, Texas 78217",NA,NA,Amazon Web services,NA,NA,New,AWS Certified Solutions Architect – Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,No,AWS Certified Solutions Architect – Associate,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,michael.g.fulton,Approved,4/27/2017,4/27/2017,08_Apr,08_Apr,FY17,FY17,Upcoming project/role,NA,2,Yes,1,3,0,0,0,0,0,0,150,0,0,0,0,0,0,NA,NA,0,150,TRUE,42843.78083,TRUE,NO,2. Approved
